scenario_id,scenario_label,ticker,date,delta_p_pp,p,endpoint_spread_sum_pp,large_move,large_move_threshold_pp,selection_basis,prior_session_date,overlapping_registered_events,event_timing_limitation,market_return,sector_technology,sector_consumer_discretionary,sector_communications,sector_industrials,sector_utilities,sector_real_estate,sector_energy,sector_financials,sector_healthcare,sector_staples,cloud_platforms,electrical_equipment,regulated_utilities,power_generators,data_center_reits,integrated_energy,homebuilders,machinery_distribution,managed_care,hospitals,generators_minus_regulated,equipment_minus_generators,hospitals_minus_managed_care
house_dem,Democratic House victory,CONTROLH-2026-D,2026-07-10,-1.0000000000000009,0.815,1.9999999999999802,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-07-09,Not reviewed / no dated registry match,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.0043101596888019955,0.0023198956656151903,0.0033376071436987953,0.010225293924299717,0.004472406580884547,0.006204271497230129,0.004974027198282993,0.004742833594999496,0.003060824021300812,-0.008201281655495385,0.011057762404873328,-0.003240306130359083,-0.006024150660243088,0.0067802313462325126,0.004061410854836134,0.010905880750430419,0.01191609844009145,0.009291448590965645,0.0025912567448096078,-0.016354701812405503,-0.005916758441000258,-0.0027188204913963787,-0.010085561515079222,0.010437943371405245
house_dem,Democratic House victory,CONTROLH-2026-D,2026-07-20,1.0000000000000009,0.825,1.9999999999999802,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-07-17,Not reviewed / no dated registry match,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,-0.0016143782471810253,0.0006834693233070954,-0.0071898978993520934,0.00135563961871088,-0.007190282139179938,-0.005091865210533952,-0.00418314914946194,0.004507599170554544,-0.003910369935465452,-0.01142216388180417,-0.0038737154783117234,0.015908087117729137,0.005418555475754427,-0.0007646815797290318,0.010401500113942697,0.005496384457303105,0.009610405167126967,-0.021296521941399138,-0.01706646399048798,-0.0106550460793301,-0.0020474682446334214,0.011166181693671728,-0.004982944638188269,0.008607577834696678
house_dem,Democratic House victory,CONTROLH-2026-D,2026-07-24,1.0000000000000009,0.835,2.0,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-07-23,"2026-07-23: As the 2026 midterms approach, economy is front and center | Americans' evaluations of the economy remain negative | USTR Takes Action in Forced Labor Section 301 Investigations",Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.0010160123647910968,-0.014401749001851094,0.005976475846926732,0.008730364607311802,0.003957355232722781,0.0021650203895122733,0.022246940668007475,0.004041728855717297,0.008597519729425018,0.006999534599379187,0.011056341534283032,4.4601512202202976e-05,-0.03581822021618908,0.007171557809853679,-0.018837753600391194,0.07955737425332698,0.0011108882215536964,0.03160492700562889,0.014031100649466777,-0.006657869818852857,0.015112888290587767,-0.026009311410244873,-0.016980466615797885,0.021770758109440624
house_dem,Democratic House victory,CONTROLH-2026-D,2026-08-07,1.0000000000000009,0.845,2.0,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-08-06,Not reviewed / no dated registry match,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.006115348472417681,0.01424485708501222,0.014902643175022101,0.0006296068954134704,0.0022732094686750415,0.00530197179744607,0.003793755048769887,-0.011348002908247556,-0.0036326395810630796,0.007479451203189713,0.00011752010526078216,-0.0004098783629716456,-0.0032551260260856307,0.005709787376732667,0.014038733634633427,-0.0016431447942252264,-0.012867354959562871,0.0371685033113065,0.0043264830252233155,0.007698555195100765,0.010931963469365424,0.00832894625790076,-0.017293859660719058,0.0032334082742646597
house_dem,Democratic House victory,CONTROLH-2026-D,2026-08-12,1.0000000000000009,0.855,2.0,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-08-11,2026-08-11: Wisconsin partisan primary (scheduled election date) | Short-Term Energy Outlook - August 2026,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.0025046624297864195,0.014885293820046774,-0.011321691532261147,-0.008987148648955334,0.0009693480750054828,0.004813180823553198,0.009301266569441413,0.0016412025869070312,0.0020761061153755644,0.002559418776439726,0.004605022770170164,-0.013890459146051876,0.012350651620898323,0.00554678164350042,0.006647110495800357,0.03418554249420158,-0.0003090011214777477,-0.029900763586909962,0.004797319532973316,0.008453700678399345,0.007656022452344979,0.0011003288522999366,0.005703541125097966,-0.0007976782260543658
senate_dem,Democratic Senate victory,CONTROLS-2026-D,2026-08-11,2.9999999999999973,0.485,2.0,True,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-08-10,2026-08-11: Wisconsin partisan primary (scheduled election date) | Short-Term Energy Outlook - August 2026,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,-0.0031952597501651026,-0.0012344942962987382,-0.0035932172788099015,-0.005007647132424187,0.005958780110276729,0.01159285851188252,-0.007207200086191579,0.012462612100310855,-0.00017301740171016267,-0.002552884874956529,-0.003060559342860758,-0.02125006486902592,0.037779730831397074,0.011263567687885168,0.02183617738693866,-0.006542445903703731,0.004520545053105729,0.025470363594596646,0.008517657985531352,-0.016024827395070607,-0.0062555765174667766,0.010572609699053492,0.015943553444458414,0.00976925087760383
senate_dem,Democratic Senate victory,CONTROLS-2026-D,2026-08-20,-2.000000000000007,0.4649999999999999,1.99999999999999,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-08-19,2026-08-19: Questions and Answers about the limitation on the deduction for business interest expense,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,-0.008399893367440514,-0.0029404992808079733,-0.01610587816591902,-0.005749186052847244,-0.011981273494614975,-0.005679236651527808,0.0020004478601958198,0.002673767915216896,-0.009220577305457889,-0.018727193893982697,-0.014097541111583567,-0.012652514194764986,-0.004089842414581213,-0.0059382808088175865,-0.015454080406755555,0.0076360163896245226,0.0042119478117788045,-0.02568254534821629,0.017776699571060726,-0.009675457115815855,-0.0019162235663636729,-0.009515799597937968,0.011364237992174342,0.0077592335494521825
senate_dem,Democratic Senate victory,CONTROLS-2026-D,2026-08-25,1.0000000000000064,0.475,1.99999999999999,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-08-24,Not reviewed / no dated registry match,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.003195937672779925,0.009386294988956267,-0.0029586313988720914,0.007656700611540224,-0.0033519894051152743,0.002082372745162653,0.0006617864126430284,-0.016637604609503365,0.001545863117500046,0.0033771971848712834,-0.010634652231334085,0.0006715908865026301,0.0021780327563067914,0.0016804280610775435,0.021545599346279642,0.018640266420472673,-0.01827145697540461,0.003419840397700491,-0.015434147730322478,-0.005441903336821152,-0.0011182100448933197,0.0198651712852021,-0.01936756658997285,0.004323693291927833
senate_dem,Democratic Senate victory,CONTROLS-2026-D,2026-07-13,1.0000000000000009,0.445,2.0,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-07-10,Not reviewed / no dated registry match,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,-0.007656174850540931,-0.024222198458220046,-0.010235388690782332,-0.00044789548576840144,-0.008520245532975146,0.006826720421332144,0.005624296866344247,0.030137977346184286,0.006462046603262328,0.0035439401715806618,0.005587179932987851,0.0034165997745043324,-0.025807947131597453,0.006237293056375326,0.009982949682347808,-0.012456433564612457,0.036709144398217264,-0.01748974673081599,-0.0040065326900187905,0.010527062484350314,-0.03898277440732634,0.003745656625972482,-0.03579089681394526,-0.04950983689167665
senate_dem,Democratic Senate victory,CONTROLS-2026-D,2026-07-14,1.0000000000000009,0.455,2.0,False,3.0,Five largest observed absolute probability moves; not independently identified political news,2026-07-13,2026-07-14: Senate Facts - 119th Congress party lineup,Date-only matches include prior close date because intraday timing is mostly unavailable; context is not a verified shock,0.00355064169730146,0.01290818818208117,-0.001206475254600825,-0.001254587277021768,0.0004435429019262749,-0.0006562246980116315,-0.004921727448504387,0.0037010764585923006,0.0019618443187134904,-0.019329721239012554,-0.013831401106483177,0.0016954550210990238,0.011981999356237616,-0.004474922806743664,-0.0012327784255130037,-0.021208299261995522,0.0007993145761779341,0.00908045882046582,-0.009317461970488956,-0.009088988160454003,-0.06945791270194834,0.0032421443812306605,0.01321477778175062,-0.06036892454149434
